,statisticcat_desc,state_alpha,year,class_desc,short_desc,group_desc,commodity_desc,Value
7672,AREA PLANTED,NC,2019.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,22000
7673,AREA PLANTED,NC,2018.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,30000
7674,AREA PLANTED,NC,2017.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,35000
7675,AREA PLANTED,NC,2016.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,35000
7676,AREA PLANTED,NC,2015.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,35000
7677,AREA PLANTED,NC,2014.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,33000
7678,AREA PLANTED,NC,2013.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,35000
7679,AREA PLANTED,NC,2012.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,40000
7680,AREA PLANTED,NC,2011.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,45000
7681,AREA PLANTED,NC,2010.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,35000
7682,AREA PLANTED,NC,2009.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,50000
7683,AREA PLANTED,NC,2008.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,65000
7684,AREA PLANTED,NC,2007.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,50000
7685,AREA PLANTED,NC,2006.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,60000
7686,AREA PLANTED,NC,2005.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,50000
7687,AREA PLANTED,NC,2004.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,55000
7688,AREA PLANTED,NC,2003.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,55000
7689,AREA PLANTED,NC,2002.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,65000
7690,AREA PLANTED,NC,2001.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,60000
7691,AREA PLANTED,NC,2000.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,60000
7692,AREA PLANTED,NC,1999.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,55000
7693,AREA PLANTED,NC,1998.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,40000
7694,AREA PLANTED,NC,1997.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,55000
7695,AREA PLANTED,TX,2023.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,440000
7696,AREA PLANTED,TX,2022.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,450000
7697,AREA PLANTED,TX,2021.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,460000
7698,AREA PLANTED,TX,2020.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,470000
7699,AREA PLANTED,TX,2019.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,400000
7700,AREA PLANTED,TX,2018.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,450000
7701,AREA PLANTED,TX,2017.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,455000
7702,AREA PLANTED,TX,2016.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,470000
7703,AREA PLANTED,TX,2015.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,520000
7704,AREA PLANTED,TX,2014.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,450000
7705,AREA PLANTED,TX,2013.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,450000
7706,AREA PLANTED,TX,2012.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,500000
7707,AREA PLANTED,TX,2011.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,500000
7708,AREA PLANTED,TX,2010.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,550000
7709,AREA PLANTED,TX,2009.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,550000
7710,AREA PLANTED,TX,2008.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,600000
7711,AREA PLANTED,TX,2007.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,710000
7712,AREA PLANTED,TX,2006.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,760000
7713,AREA PLANTED,TX,2005.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,690000
7714,AREA PLANTED,TX,2004.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,680000
7715,AREA PLANTED,TX,2003.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,625000
7716,AREA PLANTED,TX,2002.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,750000
7717,AREA PLANTED,TX,2001.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,725000
7718,AREA PLANTED,TX,2000.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,600000
7719,AREA PLANTED,TX,1999.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,670000
7720,AREA PLANTED,TX,1998.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,600000
7721,AREA PLANTED,TX,1997.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,550000
7722,AREA PLANTED,WI,2023.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,175000
7723,AREA PLANTED,WI,2022.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,140000
7724,AREA PLANTED,WI,2021.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,175000
7725,AREA PLANTED,WI,2020.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,300000
7726,AREA PLANTED,WI,2019.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,265000
7727,AREA PLANTED,WI,2018.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,200000
7728,AREA PLANTED,WI,2017.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,180000
7729,AREA PLANTED,WI,2016.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,210000
7730,AREA PLANTED,WI,2015.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,280000
7731,AREA PLANTED,WI,2014.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,255000
7732,AREA PLANTED,WI,2013.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,255000
7733,AREA PLANTED,WI,2012.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,220000
7734,AREA PLANTED,WI,2011.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,210000
7735,AREA PLANTED,WI,2010.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,310000
7736,AREA PLANTED,WI,2009.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,310000
7737,AREA PLANTED,WI,2008.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,270000
7738,AREA PLANTED,WI,2007.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,270000
7739,AREA PLANTED,WI,2006.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,370000
7740,AREA PLANTED,WI,2005.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,400000
7741,AREA PLANTED,WI,2004.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,340000
7742,AREA PLANTED,WI,2003.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,380000
7743,AREA PLANTED,WI,2002.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,430000
7744,AREA PLANTED,WI,2001.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,300000
7745,AREA PLANTED,WI,2000.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,400000
7746,AREA PLANTED,WI,1999.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,430000
7747,AREA PLANTED,WI,1998.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,430000
7748,AREA PLANTED,WI,1997.0,ALL CLASSES,OATS - ACRES PLANTED,FIELD CROPS,OATS,510000
7749,AREA HARVESTED,CA,2006.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,400
7750,AREA HARVESTED,CA,2005.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,500
7751,AREA HARVESTED,CA,2004.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,500
7752,AREA HARVESTED,CA,2003.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,500
7753,AREA HARVESTED,CA,2002.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,700
7754,AREA HARVESTED,CA,2001.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,800
7755,AREA HARVESTED,CA,2000.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,700
7756,AREA HARVESTED,CA,1999.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,600
7757,AREA HARVESTED,CA,1998.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,900
7758,AREA HARVESTED,CA,1997.0,ALL CLASSES,"OATS, IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,900
7759,AREA PLANTED,CA,2006.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,1300
7760,AREA PLANTED,CA,2005.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,1200
7761,AREA PLANTED,CA,2004.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,1200
7762,AREA PLANTED,CA,2003.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,1400
7763,AREA PLANTED,CA,2002.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,2900
7764,AREA PLANTED,CA,2001.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,4500
7765,AREA PLANTED,CA,2000.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,5000
7766,AREA PLANTED,CA,1999.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,6200
7767,AREA PLANTED,CA,1998.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,8100
7768,AREA PLANTED,CA,1997.0,ALL CLASSES,"OATS, IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,8200
7769,AREA HARVESTED,CA,2006.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,19600
7770,AREA HARVESTED,CA,2005.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,19500
7771,AREA HARVESTED,CA,2004.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,24500
7772,AREA HARVESTED,CA,2003.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,34500
7773,AREA HARVESTED,CA,2002.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,31300
7774,AREA HARVESTED,CA,2001.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,24200
7775,AREA HARVESTED,CA,2000.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,24300
7776,AREA HARVESTED,CA,1999.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,24400
7777,AREA HARVESTED,CA,1998.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,29100
7778,AREA HARVESTED,CA,1997.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES HARVESTED",FIELD CROPS,OATS,29100
7779,AREA PLANTED,CA,2006.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,268700
7780,AREA PLANTED,CA,2005.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,268800
7781,AREA PLANTED,CA,2004.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,238800
7782,AREA PLANTED,CA,2003.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,258600
7783,AREA PLANTED,CA,2002.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,257100
7784,AREA PLANTED,CA,2001.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,255500
7785,AREA PLANTED,CA,2000.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,215000
7786,AREA PLANTED,CA,1999.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,268800
7787,AREA PLANTED,CA,1998.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,311900
7788,AREA PLANTED,CA,1997.0,ALL CLASSES,"OATS, NON-IRRIGATED - ACRES PLANTED",FIELD CROPS,OATS,341800
7789,AREA HARVESTED,NC,2022.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,116000
7790,AREA HARVESTED,NC,2021.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,114000
7791,AREA HARVESTED,NC,2020.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,105000
7792,AREA HARVESTED,NC,2019.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,102000
7793,AREA HARVESTED,NC,2018.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,98000
7794,AREA HARVESTED,NC,2017.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,117000
7795,AREA HARVESTED,NC,2016.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,99000
7796,AREA HARVESTED,NC,2015.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,87000
7797,AREA HARVESTED,NC,2014.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,93000
7798,AREA HARVESTED,NC,2013.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,81000
7799,AREA HARVESTED,NC,2012.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,106000
7800,AREA HARVESTED,NC,2011.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,81000
7801,AREA HARVESTED,NC,2010.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,86000
7802,AREA HARVESTED,NC,2009.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,66000
7803,AREA HARVESTED,NC,2008.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,97000
7804,AREA HARVESTED,NC,2007.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,90000
7805,AREA HARVESTED,NC,2006.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,84000
7806,AREA HARVESTED,NC,2005.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,96000
7807,AREA HARVESTED,NC,2004.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,105000
7808,AREA HARVESTED,NC,2003.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,100000
7809,AREA HARVESTED,NC,2002.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,100000
7810,AREA HARVESTED,NC,2001.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,122500
7811,AREA HARVESTED,NC,2000.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,123000
7812,AREA HARVESTED,NC,1999.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,124000
7813,AREA HARVESTED,NC,1998.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,124500
7814,AREA HARVESTED,NC,1997.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,123000
7815,AREA HARVESTED,TX,2022.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,120000
7816,AREA HARVESTED,TX,2021.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,162000
7817,AREA HARVESTED,TX,2020.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,170000
7818,AREA HARVESTED,TX,2019.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,160000
7819,AREA HARVESTED,TX,2018.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,145000
7820,AREA HARVESTED,TX,2017.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,210000
7821,AREA HARVESTED,TX,2016.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,205000
7822,AREA HARVESTED,TX,2015.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,165000
7823,AREA HARVESTED,TX,2014.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,127000
7824,AREA HARVESTED,TX,2013.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,117000
7825,AREA HARVESTED,TX,2012.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,146000
7826,AREA HARVESTED,TX,2011.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,93000
7827,AREA HARVESTED,TX,2010.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,163000
7828,AREA HARVESTED,TX,2009.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,155000
7829,AREA HARVESTED,TX,2008.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,253000
7830,AREA HARVESTED,TX,2007.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,187000
7831,AREA HARVESTED,TX,2006.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,145000
7832,AREA HARVESTED,TX,2005.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,260000
7833,AREA HARVESTED,TX,2004.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,235000
7834,AREA HARVESTED,TX,2003.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,270000
7835,AREA HARVESTED,TX,2002.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,280000
7836,AREA HARVESTED,TX,2001.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,310000
7837,AREA HARVESTED,TX,2000.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,275000
7838,AREA HARVESTED,TX,1999.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,280000
7839,AREA HARVESTED,TX,1998.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,335000
7840,AREA HARVESTED,TX,1997.0,ALL CLASSES,PEANUTS - ACRES HARVESTED,FIELD CROPS,PEANUTS,315000
7841,AREA PLANTED,NC,2023.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,130000
7842,AREA PLANTED,NC,2022.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,117000
7843,AREA PLANTED,NC,2021.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,115000
7844,AREA PLANTED,NC,2020.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,107000
7845,AREA PLANTED,NC,2019.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,104000
7846,AREA PLANTED,NC,2018.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,102000
7847,AREA PLANTED,NC,2017.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,119000
7848,AREA PLANTED,NC,2016.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,101000
7849,AREA PLANTED,NC,2015.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,90000
7850,AREA PLANTED,NC,2014.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,94000
7851,AREA PLANTED,NC,2013.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,82000
7852,AREA PLANTED,NC,2012.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,107000
7853,AREA PLANTED,NC,2011.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,82000
7854,AREA PLANTED,NC,2010.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,87000
7855,AREA PLANTED,NC,2009.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,67000
7856,AREA PLANTED,NC,2008.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,98000
7857,AREA PLANTED,NC,2007.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,92000
7858,AREA PLANTED,NC,2006.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,85000
7859,AREA PLANTED,NC,2005.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,97000
7860,AREA PLANTED,NC,2004.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,105000
7861,AREA PLANTED,NC,2003.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,101000
7862,AREA PLANTED,NC,2002.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,101000
7863,AREA PLANTED,NC,2001.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,123000
7864,AREA PLANTED,NC,2000.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,123000
7865,AREA PLANTED,NC,1999.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,126000
7866,AREA PLANTED,NC,1998.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,125000
7867,AREA PLANTED,NC,1997.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,124000
7868,AREA PLANTED,TX,2023.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,155000
7869,AREA PLANTED,TX,2022.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,160000
7870,AREA PLANTED,TX,2021.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,180000
7871,AREA PLANTED,TX,2020.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,190000
7872,AREA PLANTED,TX,2019.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,165000
7873,AREA PLANTED,TX,2018.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,155000
7874,AREA PLANTED,TX,2017.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,275000
7875,AREA PLANTED,TX,2016.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,305000
7876,AREA PLANTED,TX,2015.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,170000
7877,AREA PLANTED,TX,2014.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,130000
7878,AREA PLANTED,TX,2013.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,120000
7879,AREA PLANTED,TX,2012.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,150000
7880,AREA PLANTED,TX,2011.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,105000
7881,AREA PLANTED,TX,2010.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,165000
7882,AREA PLANTED,TX,2009.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,165000
7883,AREA PLANTED,TX,2008.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,257000
7884,AREA PLANTED,TX,2007.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,190000
7885,AREA PLANTED,TX,2006.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,155000
7886,AREA PLANTED,TX,2005.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,265000
7887,AREA PLANTED,TX,2004.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,240000
7888,AREA PLANTED,TX,2003.0,ALL CLASSES,PEANUTS - ACRES PLANTED,FIELD CROPS,PEANUTS,275000
